name,height,formats,generation_x,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp_y,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation_y,is_legendary,moveset,vgc_usage_percent,vgc_usage_year,type1_analysis,type2_analysis,ability1,ability2,hidden_ability
ninjask,0.8,RU,RS,3,4,1,1,2,1,2,3,0,1,0,0,3,0,5,0,2,1,0,1,7,6,3,2,0,0,6,6,3,1,4,4,4,4,4,4,1,6,4,4,4,3,1,1,1,1,1,1,0,1,1,1,1,1,1,100.0,55.55555556,0,NU,2,"['Speed Boost', 'Infiltrator']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,90,3840,70,456,120,Ninja Pokémon,45,600000,0.8,61,Tekkaninテッカニン,50.0,291,50,50,160,bug,flying,12.0,3,0,"Acrobatics, Protect, Swords Dance, U-turn",0.00493,Smogon_VGC_Usage_2022,bug,flying,speed-boost,No_ability,infiltrator
sableye,0.5,PU,RS,1,1,0,1,0,3,2,12,0,0,1,0,0,2,4,3,2,1,0,0,22,15,10,5,3,1,13,13,10,3,10,9,8,7,7,4,2,11,10,10,10,5,1,0,0,0,0,3,0,1,1,1,1,1,0,87.5,87.5,0,ZU,0,"['Keen Eye', 'Stall', 'Prankster']",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,85,6400,35,480,45,Darkness Pokémon,125,1059860,0.5,50,Yamiramiヤミラミ,50.0,302,85,115,20,dark,ghost,11.0,3,0,"Encore, Foul Play, Knock Off, Recover, Taunt, Will-O-Wisp",2.27836,Smogon_VGC_Usage_2023,dark,ghost,keen-eye,stall,prankster
manectric,1.5,PU,RS,1,1,0,3,0,0,1,2,0,0,0,0,3,0,3,1,0,0,0,2,13,10,5,3,2,1,7,7,5,1,8,8,7,6,5,4,3,5,4,4,4,3,3,3,2,1,1,3,0,1,1,1,0,0,0,70.0,70.0,0,ZU,0,"['Static', 'Lightningrod', 'Minus']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,75,5120,70,575,45,Discharge Pokémon,80,1250000,1.5,70,Livoltライボルト,50.0,310,135,80,135,electric,,40.2,3,0,"Flamethrower, Hyper Voice, Overheat, Protect, Switcheroo, Thunderbolt, Toxic, Volt Switch",,,electric,No_type,static,lightning-rod,minus
roselia,0.3,PU,RS,1,4,0,4,1,0,2,2,3,0,0,1,0,0,4,0,2,1,0,2,7,7,4,3,2,1,4,4,3,2,6,6,6,6,5,4,3,7,6,6,6,6,1,1,1,0,0,4,0,1,1,1,1,1,1,100.0,12.5,0,ZU,0,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,60,5120,70,400,150,Thorn Pokémon,45,1059860,0.3,50,Roseliaロゼリア,50.0,315,100,80,65,grass,poison,2.0,3,0,"Extrasensory, Giga Drain, Leaf Storm, Shadow Ball, Sleep Powder, Sludge Bomb, Spikes, Synthesis",,,grass,poison,natural-cure,poison-point,leaf-guard
sharpedo,1.8,RU,RS,3,5,0,6,0,1,2,5,0,0,0,0,3,0,5,2,0,0,0,1,20,17,10,8,7,3,12,11,8,2,10,8,7,5,5,3,3,6,5,5,5,4,3,3,1,1,1,2,0,1,1,1,1,1,1,100.0,80.0,0,RU,3,"['Rough Skin', 'Speed Boost']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,140,5120,35,560,60,Brutal Pokémon,70,1250000,1.8,70,Samehaderサメハダー,50.0,319,110,65,105,water,dark,88.8,3,0,"Close Combat, Crunch, Dark Pulse, Hydro Pump, Protect, Waterfall",,,water,dark,rough-skin,No_ability,speed-boost
altaria,1.1,PU,RS,1,3,1,4,1,1,2,5,0,1,0,1,0,0,4,0,0,1,0,3,10,8,5,5,2,1,9,8,6,3,11,11,11,11,8,7,7,8,7,7,7,7,5,4,2,1,1,2,0,1,1,1,1,1,1,100.0,40.0,0,ZU,0,"['Natural Cure', 'Cloud Nine']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,110,5120,70,590,45,Humming Pokémon,110,600000,1.1,75,Tyltalisチルタリス,50.0,334,110,105,80,dragon,flying,20.6,3,0,"Defog, Fire Spin, Flamethrower, Hurricane, Roost, Toxic",0.0406,Smogon_VGC_Usage_2023,dragon,flying,natural-cure,No_ability,cloud-nine
crawdaunt,1.1,OU,RS,5,5,0,6,0,1,2,5,0,0,0,0,0,2,4,2,0,0,0,1,17,12,7,7,4,1,10,10,7,2,13,10,9,7,7,5,5,7,7,7,7,5,3,3,1,1,1,3,1,1,1,1,1,1,1,100.0,37.5,0,UU,4,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,120,3840,70,468,155,Rogue Pokémon,85,1640000,1.1,63,Shizarigerシザリガー,50.0,342,90,55,55,water,dark,32.8,3,0,"Aqua Jet, Close Combat, Crabhammer, Knock Off, Swords Dance",0.06258,Smogon_VGC_Usage_2023,water,dark,hyper-cutter,shell-armor,adaptability
claydol,1.5,PU,RS,1,6,0,4,0,1,2,2,2,1,0,0,1,0,4,0,0,0,0,1,14,13,7,5,4,2,5,5,5,1,13,12,11,11,10,8,4,8,8,8,7,6,2,2,2,1,1,3,0,1,1,1,1,1,0,95.45454545,95.45454545,0,PU,1,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,70,5120,70,500,90,Clay Doll Pokémon,105,1000000,1.5,60,Nendollネンドール,,344,70,120,75,ground,psychic,108.0,3,0,"Protect, Psychic, Rapid Spin, Scorching Sands, Stealth Rock, Teleport, Toxic",5e-05,Smogon_VGC_Usage_2022,ground,psychic,levitate,No_ability,None 
cradily,1.5,PU,RS,1,4,0,2,0,0,2,-2,2,0,0,0,0,0,4,0,2,1,0,1,13,12,7,6,4,3,6,5,4,2,8,6,5,5,4,3,2,7,6,6,6,4,1,1,1,1,1,2,0,1,1,1,1,1,1,100.0,0.0,0,ZU,0,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,81,7680,70,495,45,Barnacle Pokémon,97,600000,1.5,86,Yuradleユレイドル,88.1,346,81,107,43,rock,grass,60.4,3,0,"Giga Drain, Recover, Stealth Rock, Toxic",0.04,Worlds_VGC_Usage_2022,rock,grass,suction-cups,No_ability,storm-drain
armaldo,1.5,PU,RS,1,3,0,2,0,0,2,-1,2,1,0,0,0,2,4,2,0,0,0,5,22,18,10,8,4,2,11,11,7,2,5,3,2,2,1,1,0,6,6,6,5,3,1,1,1,1,1,1,0,1,1,1,0,0,0,66.66666667,66.66666667,0,ZU,0,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,125,7680,70,495,45,Plate Pokémon,100,600000,1.5,75,Armaldoアーマルド,88.1,348,70,80,45,rock,bug,68.2,3,0,"Aqua Jet, Earthquake, Knock Off, Rapid Spin, Stone Edge, Swords Dance, X-Scissor",0.0008,Smogon_VGC_Usage_2022,rock,bug,battle-armor,No_ability,swift-swim
absol,1.2,PU,RS,1,3,0,2,0,1,1,3,0,0,0,1,0,2,4,2,0,0,0,2,24,18,11,9,5,2,10,10,9,3,14,13,12,10,10,8,4,10,9,9,9,7,5,5,2,1,1,3,0,1,1,1,1,0,0,75.0,75.0,0,PU,1,"['Pressure', 'Super Luck', 'Justified']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,150,6400,35,565,30,Disaster Pokémon,60,1059860,1.2,65,Absolアブソル,50.0,359,115,60,115,dark,,47.0,3,0,"Close Combat, Iron Tail, Knock Off, Play Rough, Psycho Cut, Sucker Punch, Swords Dance",,,dark,No_type,pressure,super-luck,justified
walrein,1.4,PU,RS,1,4,0,1,1,0,2,-1,0,0,0,0,0,0,4,0,0,0,0,1,19,17,11,9,8,1,9,9,7,2,6,5,4,3,3,2,2,4,3,3,3,3,3,3,1,1,1,2,0,1,1,1,1,1,0,85.71428571,85.71428571,0,ZU,0,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,80,5120,70,530,45,Ice Break Pokémon,90,1059860,1.4,110,Todoserugaトドゼルガ,50.0,365,95,90,65,ice,water,150.6,3,0,"Earthquake, Icicle Spear, Swords Dance, Waterfall",,,ice,water,thick-fat,ice-body,oblivious
relicanth,1.0,PU,RS,1,3,1,4,1,0,2,1,2,0,0,0,0,0,3,0,0,0,0,5,17,17,11,9,7,2,8,7,7,2,10,7,6,5,5,4,3,5,5,5,5,4,3,3,1,1,1,2,0,1,1,1,0,0,0,66.66666667,66.66666667,0,ZU,0,"['Swift Swim', 'Rock Head', 'Sturdy']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,90,10240,70,485,25,Longevity Pokémon,130,1250000,1.0,100,Glanthジーランス,88.1,369,45,65,55,water,rock,23.4,3,0,"Earthquake, Head Smash, Waterfall, Zen Headbutt",,,water,rock,swift-swim,rock-head,sturdy
salamence,1.5,UU,RS,4,3,1,4,1,1,2,5,0,1,0,1,0,0,4,0,0,1,0,3,20,16,10,8,3,2,14,14,10,2,9,9,9,9,7,6,5,6,5,5,5,5,5,5,2,1,1,2,0,1,1,1,1,0,0,75.0,75.0,0,UU,4,"['Intimidate', 'Moxie']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,145,10240,35,700,45,Dragon Pokémon,130,1250000,1.5,95,Bohmanderボーマンダ,50.0,373,120,90,120,dragon,flying,102.6,3,0,"Air Slash, Defog, Draco Meteor, Dragon Dance, Dual Wingbeat, Earthquake, Fire Blast, Flamethrower, Hurricane, Outrage, Roost, Toxic",1.82,Worlds_VGC_Usage_2024,dragon,flying,intimidate,No_ability,moxie
metang,1.2,PU,RS,1,4,0,8,1,1,2,10,2,0,0,0,0,0,3,2,0,0,0,1,18,15,10,6,4,2,10,10,8,2,8,7,7,6,4,4,3,7,6,6,6,5,2,2,2,2,1,3,0,1,1,0,0,0,0,64.28571429,64.28571429,0,ZU,0,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,75,10240,35,420,3,Iron Claw Pokémon,100,1250000,1.2,60,Metangメタング,,375,55,80,50,steel,psychic,202.5,3,0,"Bullet Punch, Earthquake, Meteor Mash, Stealth Rock, Toxic",,,steel,psychic,clear-body,No_ability,light-metal
metagross,1.6,RU,RS,3,4,0,8,1,1,2,10,2,0,0,0,0,0,3,2,0,0,0,1,22,18,13,7,5,2,11,11,8,2,8,7,7,6,4,4,3,7,6,6,6,5,2,2,2,2,1,3,0,1,1,0,0,0,0,64.28571429,64.28571429,0,RU,3,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,145,10240,35,700,3,Iron Leg Pokémon,150,1250000,1.6,80,Metagrossメタグロス,,376,105,110,110,steel,psychic,550.0,3,0,"Bullet Punch, Earthquake, Explosion, Ice Punch, Meteor Mash, Rock Slide, Stealth Rock, Toxic, Trick, Zen Headbutt",3.47905,Smogon_VGC_Usage_2024,steel,psychic,clear-body,No_ability,light-metal
latios,2.0,OU,RS,5,6,0,6,0,0,2,0,0,1,0,0,0,0,4,0,0,1,0,2,12,12,8,6,2,1,9,9,6,2,19,18,17,17,14,10,6,12,11,11,11,9,4,4,3,1,1,3,0,1,1,1,1,1,0,95.45454545,95.45454545,0,OU,5,['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,130,30720,90,700,3,Eon Pokémon,100,1250000,2.0,80,Latiosラティオス,100.0,381,160,120,110,dragon,psychic,60.0,3,1,"Aura Sphere, Draco Meteor, Mystical Fire, Psychic, Roost, Trick",0.54428,Smogon_VGC_Usage_2024,dragon,psychic,levitate,No_ability,None 
kyogre,4.5,Uber,RS,6,2,0,4,0,0,1,2,0,0,0,0,0,0,3,0,0,0,1,2,13,11,6,6,5,1,7,7,6,1,11,9,8,7,7,5,5,6,5,5,5,4,4,4,2,2,2,3,1,1,1,1,1,1,1,100.0,0.0,0,Uber,6,['Drizzle'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,770,3,Sea Basin Pokémon,90,1250000,4.5,100,Kyogreカイオーガ,,382,180,160,90,water,,352.0,3,1,"Calm Mind, Ice Beam, Origin Pulse, Rest, Scald, Thunder, Water Spout",49.39676,Smogon_VGC_Usage_2022,water,No_type,drizzle,No_ability,None 
groudon,3.5,Uber,RS,6,3,0,2,0,1,1,3,2,0,0,0,0,0,4,0,0,0,1,2,27,20,14,9,5,2,12,12,8,1,12,10,10,10,9,7,5,7,7,7,7,6,4,4,3,2,2,3,1,1,1,1,1,1,1,100.0,0.0,0,Uber,6,['Drought'],1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,180,30720,0,770,3,Continent Pokémon,160,1250000,3.5,100,Groudonグラードン,,383,150,90,90,ground,,950.0,3,1,"Precipice Blades, Rest, Roar, Rock Polish, Rock Slide, Stealth Rock, Stone Edge, Swords Dance, Thunder Wave, Toxic",26.67,Worlds_VGC_Usage_2022,ground,No_type,drought,No_ability,None 
rayquaza,7.0,Uber,RS,6,3,1,4,1,1,2,5,0,1,0,0,0,0,4,2,0,0,0,3,21,17,11,10,5,2,12,12,9,2,20,18,17,16,14,11,8,11,11,11,11,10,8,8,4,1,1,3,1,1,0,0,0,0,0,40.0,40.0,0,Uber,6,['Air Lock'],0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,180,30720,0,780,45,Sky High Pokémon,100,1250000,7.0,105,Rayquazaレックウザ,,384,180,100,115,dragon,flying,206.5,3,1,"Draco Meteor, Dragon Ascent, Dragon Claw, Dragon Dance, Extreme Speed, Outrage, Scale Shot, Swords Dance, V-create",2.20909,Smogon_VGC_Usage_2022,dragon,flying,air-lock,No_ability,None 
jirachi,0.3,OU,RS,5,4,0,8,1,1,2,10,2,0,0,2,3,0,3,0,2,0,0,2,12,10,7,4,3,1,9,9,8,1,18,16,15,14,12,9,6,13,12,12,12,9,5,5,4,2,1,3,0,1,1,0,0,0,0,60.0,60.0,0,UU,4,['Serene Grace'],1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,100,30720,100,600,3,Wish Pokémon,100,1250000,0.3,100,Jirachiジラーチ,,385,100,100,100,steel,psychic,1.1,3,1,"Fire Punch, Healing Wish, Ice Punch, Iron Head, Stealth Rock, Substitute, Thunder Wave, Toxic, U-turn, Wish",,,steel,psychic,serene-grace,No_ability,None 
roserade,0.9,RU,DP,3,4,0,4,1,0,2,2,3,0,0,1,0,0,4,3,2,1,0,2,7,7,4,3,2,1,4,4,3,2,6,6,6,6,5,4,3,7,6,6,6,6,2,2,2,1,1,4,0,1,1,1,1,1,1,100.0,54.54545455,0,RU,3,"['Natural Cure', 'Poison Point', 'Technician']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,70,5120,70,515,75,Bouquet Pokémon,65,1059860,0.9,60,Roseradeロズレイド,50.0,407,125,105,90,grass,poison,14.5,4,0,"Giga Drain, Leaf Storm, Sleep Powder, Sludge Bomb, Spikes, Synthesis",9e-05,Smogon_VGC_Usage_2022,grass,poison,natural-cure,poison-point,technician
togekiss,1.5,UU,DP,4,5,0,2,2,2,2,9,0,1,0,2,0,0,4,2,2,1,0,1,13,8,4,3,1,0,7,6,5,3,17,16,15,15,12,10,6,13,12,11,11,7,4,4,3,1,1,3,0,1,1,1,1,0,0,75.0,75.0,0,RU,3,"['Hustle', 'Serene Grace', 'Super Luck']",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50,2560,70,545,30,Jubilee Pokémon,95,800000,1.5,85,Togekissトゲキッス,88.1,468,120,115,80,fairy,flying,38.0,4,0,"Air Slash, Aura Sphere, Defog, Flamethrower, Heal Bell, Nasty Plot, Roost, Thunder Wave, Wish",0.84174,Smogon_VGC_Usage_2022,fairy,flying,hustle,serene-grace,super-luck
dusknoir,2.2,PU,DP,1,2,0,2,0,2,1,8,0,0,1,0,0,0,3,2,0,0,0,1,20,12,8,6,3,2,10,10,9,3,11,10,9,8,8,6,2,9,7,7,6,6,4,4,3,1,1,3,0,1,1,1,0,0,0,65.2173913,65.2173913,0,ZU,0,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,6400,35,525,45,Gripper Pokémon,135,800000,2.2,45,Yonoirヨノワール,50.0,477,65,135,45,ghost,,106.6,4,0,"Darkest Lariat, Earthquake, Poltergeist, Power-Up Punch, Shadow Sneak, Trick",0.0336,Smogon_VGC_Usage_2023,ghost,No_type,pressure,No_ability,frisk
magnezone,1.2,OU,DP,5,2,1,9,2,1,2,13,0,0,0,0,3,0,2,0,0,0,0,2,10,10,7,5,4,0,5,4,4,2,7,7,6,5,3,2,1,3,3,3,3,3,3,3,3,2,1,3,0,1,1,1,1,0,0,75.0,75.0,0,OU,5,"['Magnet Pull', 'Sturdy', 'Analytic']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70,5120,70,535,30,Magnet Area Pokémon,115,1000000,1.2,70,Jibacoilジバコイル,,462,130,90,60,electric,steel,180.0,4,0,"Body Press, Flash Cannon, Iron Defense, Teleport, Thunderbolt, Toxic, Volt Switch",0.53674,Smogon_VGC_Usage_2023,electric,steel,magnet-pull,sturdy,analytic
leafeon,1.0,PU,DP,1,5,0,4,0,0,1,-1,0,0,0,2,0,2,4,1,2,1,0,5,9,7,4,3,1,1,8,8,5,1,6,6,6,6,4,2,1,5,3,3,3,3,2,2,2,1,1,2,0,1,1,0,0,0,0,63.63636364,63.63636364,0,ZU,0,"['Leaf Guard', 'Chlorophyll']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,8960,35,525,45,Verdant Pokémon,130,1000000,1.0,65,Leafiaリーフィア,88.1,470,60,65,95,grass,,25.5,4,0,"Double-Edge, Knock Off, Leaf Blade, Swords Dance, Synthesis, Toxic, X-Scissor",0.02129,Smogon_VGC_Usage_2023,grass,No_type,leaf-guard,No_ability,chlorophyll
glaceon,0.8,PU,DP,1,4,0,1,0,0,1,-3,0,0,0,2,0,0,2,2,0,0,0,2,9,7,2,2,2,1,7,7,4,1,8,7,6,5,4,3,2,6,4,4,4,3,2,2,1,1,1,2,0,1,0,0,0,0,0,16.66666667,16.66666667,0,ZU,0,"['Snow Cloak', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60,8960,35,525,45,Fresh Snow Pokémon,110,1000000,0.8,65,Glaciaグレイシア,88.1,471,130,95,65,ice,,25.9,4,0,"Freeze-Dry, Heal Bell, Ice Beam, Protect, Shadow Ball, Water Pulse, Wish",0.15,Worlds_VGC_Usage_2023,ice,No_type,snow-cloak,No_ability,ice-body
gallade,1.6,PU,DP,1,3,0,2,0,0,2,-1,0,0,0,1,1,2,4,2,2,0,0,2,25,19,15,10,6,5,14,14,12,2,15,14,13,13,11,9,4,10,9,9,9,7,3,3,3,1,1,3,0,1,1,1,1,0,0,75.0,75.0,0,ZU,0,"['Steadfast', 'Justified']",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,5120,35,618,45,Blade Pokémon,95,1250000,1.6,68,Erureidoエルレイド,100.0,475,65,115,110,psychic,fighting,52.0,4,0,"Close Combat, Knock Off, Swords Dance, Zen Headbutt",2.9,Worlds_VGC_Usage_2024,psychic,fighting,steadfast,sharpness,justified
heatran,1.7,Uber,DP,6,2,1,4,5,1,2,14,2,0,0,0,0,0,3,0,0,0,0,1,18,16,10,9,8,2,8,8,6,2,14,13,13,12,8,5,4,7,7,7,7,6,3,3,3,3,2,3,1,1,1,1,1,0,0,77.77777778,77.77777778,0,OU,5,"['Flash Fire', 'Flame Body']",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90,2560,100,600,3,Lava Dome Pokémon,106,1250000,1.7,91,Heatranヒードラン,50.0,485,130,106,77,fire,steel,430.0,4,1,"Earth Power, Magma Storm, Taunt, Toxic",30.06,Worlds_VGC_Usage_2023,fire,steel,flash-fire,No_ability,flame-body
luxray,1.4,PU,DP,1,1,0,3,0,0,1,2,0,0,0,0,3,0,5,1,0,0,0,2,14,11,8,6,3,1,10,10,7,2,5,5,4,3,3,2,1,4,3,3,3,2,2,2,1,1,1,3,0,1,1,1,1,1,1,100.0,61.53846154,0,ZU,0,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,120,5120,70,523,45,Gleam Eyes Pokémon,79,1059860,1.4,80,Rentorarレントラー,50.0,405,95,79,70,electric,,42.0,4,0,"Agility, Crunch, Facade, Protect, Spark, Superpower, Toxic, Volt Switch, Wild Charge",0.03165,Smogon_VGC_Usage_2023,electric,No_type,rivalry,intimidate,guts
vespiquen,1.2,PU,DP,1,4,1,1,2,1,2,3,1,1,0,1,3,0,2,0,0,1,0,0,10,7,3,2,0,0,6,6,2,1,6,6,5,5,5,4,2,7,6,6,6,4,1,1,1,1,1,2,0,1,1,1,0,0,0,65.2173913,65.2173913,0,ZU,0,"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,80,3840,70,474,45,Beehive Pokémon,102,1059860,1.2,70,Beequenビークイン,0.0,416,80,102,40,bug,flying,38.5,4,0,"Acrobatics, Air Slash, Defog, Roost, U-turn",2e-05,Smogon_VGC_Usage_2024,bug,flying,pressure,No_ability,unnerve
gastrodon,0.9,UU,DP,4,0,1,4,0,1,2,6,0,0,0,0,0,0,2,0,0,1,0,2,11,9,5,4,3,2,6,6,4,1,14,11,9,8,8,7,5,7,6,6,6,5,3,3,1,1,1,2,0,1,1,1,1,1,1,100.0,14.28571429,0,RU,3,"['Sticky Hold', 'Storm Drain', 'Sand Force']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,83,5120,70,475,75,Sea Slug Pokémon,68,1000000,0.9,111,Tritodonトリトドン,50.0,423,92,82,39,water,ground,29.9,4,0,"Clear Smog, Earth Power, Ice Beam, Recover, Scald, Toxic",,,,,,,
drifblim,1.2,PU,DP,1,5,0,2,1,3,2,11,0,1,1,0,0,2,4,2,0,2,0,2,9,6,3,1,1,0,5,4,3,1,7,6,6,6,6,5,2,8,7,7,6,4,3,2,1,1,1,3,0,1,1,1,1,1,1,100.0,85.71428571,0,ZU,0,"['Aftermath', 'Unburden', 'Flare Boost']",0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,80,7680,70,498,60,Blimp Pokémon,44,1640000,1.2,150,Fuwarideフワライド,50.0,426,90,54,80,ghost,flying,15.0,4,0,"Calm Mind, Defog, Haze, Hex, Shadow Ball, Strength Sap, Substitute, Thunder, Thunderbolt, Will-O-Wisp",0.58,Worlds_VGC_Usage_2024,ghost,flying,aftermath,unburden,flare-boost
skuntank,1.0,PU,DP,1,1,0,4,0,1,2,7,0,1,0,0,0,1,4,2,0,0,0,0,15,11,7,6,5,0,9,9,6,1,9,9,9,8,6,5,3,6,5,5,5,5,3,3,2,1,1,2,0,1,1,1,1,1,1,100.0,0.0,0,ZU,0,"['Stench', 'Aftermath', 'Keen Eye']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,93,5120,70,479,60,Skunk Pokémon,67,1000000,1.0,103,Skutankスカタンク,50.0,435,71,61,84,poison,dark,38.0,4,0,"Dark Pulse, Defog, Fire Blast, Nasty Plot, Sludge Bomb, Taunt",0.00958,Smogon_VGC_Usage_2023,poison,dark,stench,aftermath,keen-eye
